Name;City;Country;ICAO;;;;
Balmaceda Airport;Balmaceda;Chile;SCBA;;;;
El Bosque Airport;Santiago;Chile;SCBQ;;;;
Chile Chico Airport;Chile Chico;Chile;SCCC;;;;
El Loa Airport;Calama;Chile;SCCF;;;;
Gral. Bernardo O´Higgins Airport;Chillan;Chile;SCCH;;;;
Pdte. Carlos Ibañez del Campo Airport;Punta Arenas;Chile;SCCI;;;;
Teniente Vidal Airport;Coyhaique;Chile;SCCY;;;;
Diego Aracena Airport;Iquique;Chile;SCDA;;;;
Comodoro Arturo Merino Benítez International Airport;Santiago;Chile;SCEL;;;;
Andrés Sabella Gálvez International Airport;Antofagasta;Chile;SCFA;;;;
Capitan Fuentes Martinez Airport Airport;Porvenir;Chile;SCFM;;;;
Futaleufú Airport;Futaleufu;Chile;SCFT;;;;
María Dolores Airport;Los Angeles;Chile;SCGE;;;;
Guardiamarina Zañartu Airport;Puerto Williams;Chile;SCGZ;;;;
Carriel Sur Airport;Concepcion;Chile;SCIE;;;;
Mataveri Airport;Easter Island;Chile;SCIP;;;;
Cañal Bajo Carlos - Hott Siebert Airport;Osorno;Chile;SCJO;;;;
Vallenar Airport;Vallenar;Chile;SCLL;;;;
De La Independencia Airport;Rancagua;Chile;SCRG;;;;
Teniente Rodolfo Marsh Martin Base;Isla Rey Jorge;Antarctica;SCRM;;;;
La Florida Airport;La Serena;Chile;SCSE;;;;
Eulogio Sánchez Airport;Santiago;Chile;SCTB;;;;
Maquehue Airport;Temuco;Chile;SCTC;;;;
El Tepual Airport;Puerto Montt;Chile;SCTE;;;;
Chaitén Airport;Chaiten;Chile;SCTN;;;;
Pichoy Airport;Valdivia;Chile;SCVD;;;;
Chachoán Airport;Ambato;Ecuador;SEAM;;;;
Hacienda Clementina Airport;Clementia;Ecuador;SECM;;;;
Francisco De Orellana Airport;Coca;Ecuador;SECO;;;;
Mariscal Lamar Airport;Cuenca;Ecuador;SECU;;;;
Seymour Airport;Galapagos;Ecuador;SEGS;;;;
José Joaquín de Olmedo International Airport;Guayaquil;Ecuador;SEGU;;;;
Gualaquiza Airport;Gualaquiza;Ecuador;SEGZ;;;;
Atahualpa Airport;Ibarra;Ecuador;SEIB;;;;
Km 192 Airport;Km-192;Ecuador;SEKK;;;;
Hacienda La Julia Airport;La Julia;Ecuador;SELJ;;;;
Cotopaxi International Airport;Latacunga;Ecuador;SELT;;;;
Jose Maria Velasco Ibarra Airport;Macara;Ecuador;SEMA;;;;
Coronel E Carvajal Airport;Macas;Ecuador;SEMC;;;;
General Manuel Serrano Airport;Machala;Ecuador;SEMH;;;;
El Carmen Airport;Montalvo;Ecuador;SEMO;;;;
Eloy Alfaro International Airport;Manta;Ecuador;SEMT;;;;
Maragrosa Airport;Maragrosa;Ecuador;SEMX;;;;
Amable Calle Gutierrez Airport;Pasaje;Ecuador;SEPS;;;;
Reales Tamarindos Airport;Portoviejo;Ecuador;SEPV;;;;
Quevedo Airport;Quevedo;Ecuador;SEQE;;;;
Mariscal Sucre International Airport;Quito;Ecuador;SEQM;;;;
Chimborazo Airport;Riobamba;Ecuador;SERB;;;;
Santa Rosa International Airport;Santa Rosa;Ecuador;SERO;;;;
General Ulpiano Paez Airport;Salinas;Ecuador;SESA;;;;
Santo Domingo de Los Colorados Airport;Santo Domingo;Ecuador;SESD;;;;
Taura Airport;Taura;Ecuador;SETA;;;;
Mayor Galo Torres Airport;Tena;Ecuador;SETE;;;;
Tarapoa Airport;Tarapoa;Ecuador;SETR;;;;
Teniente Coronel Luis a Mantilla Airport;Tulcan;Ecuador;SETU;;;;
Silvio Pettirossi International Airport;Asuncion;Paraguay;SGAS;;;;
Juan De Ayolas Airport;Ayolas;Paraguay;SGAY;;;;
Teniente Col Carmelo Peralta Airport;Conception;Paraguay;SGCO;;;;
Itaipú Airport;Itaipu;Paraguay;SGIB;;;;
Dr. Luis Maria Argaña International Airport;Mariscal Estigarribia;Paraguay;SGME;;;;
Carlos Miguel Gimenez Airport;Pilar;Paraguay;SGPI;;;;
El Eden Airport;Armenia;Colombia;SKAR;;;;
Tres De Mayo Airport;Puerto Asis;Colombia;SKAS;;;;
Las Flores Airport;El Banco;Colombia;SKBC;;;;
Palonegro Airport;Bucaramanga;Colombia;SKBG;;;;
El Dorado International Airport;Bogota;Colombia;SKBO;;;;
Ernesto Cortissoz International Airport;Barranquilla;Colombia;SKBQ;;;;
José Celestino Mutis Airport;Bahia Solano;Colombia;SKBS;;;;
Gerardo Tobar López Airport;Buenaventura;Colombia;SKBU;;;;
Camilo Daza International Airport;Cucuta;Colombia;SKCC;;;;
Rafael Nuñez International Airport;Cartagena;Colombia;SKCG;;;;
Alfonso Bonilla Aragon International Airport;Cali;Colombia;SKCL;;;;
La Florida Airport;Tumaco;Colombia;SKCO;;;;
Las Brujas Airport;Corozal;Colombia;SKCZ;;;;
Yariguíes Airport;Barrancabermeja;Colombia;SKEJ;;;;
Gustavo Artunduaga Paredes Airport;Florencia;Colombia;SKFL;;;;
Santiago Vila Airport;Girardot;Colombia;SKGI;;;;
Juan Casiano Airport;Guapi;Colombia;SKGP;;;;
Guaymaral Airport;Guaymaral;Colombia;SKGY;;;;
Perales Airport;Ibague;Colombia;SKIB;;;;
San Luis Airport;Ipiales;Colombia;SKIP;;;;
Antonio Roldan Betancourt Airport;Carepa;Colombia;SKLC;;;;
Jorge Isaac Airport;La Mina;Colombia;SKLM;;;;
Alfredo Vásquez Cobo International Airport;Leticia;Colombia;SKLT;;;;
Enrique Olaya Herrera Airport;Medellin;Colombia;SKMD;;;;
Baracoa Airport;Magangue;Colombia;SKMG;;;;
Los Garzones Airport;Monteria;Colombia;SKMR;;;;
Fabio Alberto Leon Bentley Airport;Mitu;Colombia;SKMU;;;;
La Nubia Airport;Manizales;Colombia;SKMZ;;;;
Benito Salas Airport;Neiva;Colombia;SKNV;;;;
Aguas Claras Airport;Ocana;Colombia;SKOC;;;;
Otu Airport;Otu;Colombia;SKOT;;;;
Puerto Bolívar Airport;Puerto Bolivar;Colombia;SKPB;;;;
German Olano Airport;Puerto Carreno;Colombia;SKPC;;;;
Matecaña International Airport;Pereira;Colombia;SKPE;;;;
Pitalito Airport;Pitalito;Colombia;SKPI;;;;
Guillermo León Valencia Airport;Popayan;Colombia;SKPP;;;;
Antonio Narino Airport;Pasto;Colombia;SKPS;;;;
El Embrujo Airport;Providencia;Colombia;SKPV;;;;
Mariquita Airport;Mariquita;Colombia;SKQU;;;;
Jose Maria Córdova International Airport;Rio Negro;Colombia;SKRG;;;;
Almirante Padilla Airport;Rio Hacha;Colombia;SKRH;;;;
Jorge E. Gonzalez Torres Airport;San Jose Del Guaviare;Colombia;SKSJ;;;;
Simón Bolívar International Airport;Santa Marta;Colombia;SKSM;;;;
Gustavo Rojas Pinilla International Airport;San Andres Island;Colombia;SKSP;;;;
Eduardo Falla Solano Airport;San Vincente De Caguan;Colombia;SKSV;;;;
Gustavo Vargas Airport;Tame;Colombia;SKTM;;;;
Santiago Perez Airport;Arauca;Colombia;SKUC;;;;
El Caraño Airport;Quibdo;Colombia;SKUI;;;;
Heriberto Gíl Martínez Airport;Tulua;Colombia;SKUL;;;;
Alfonso López Pumarejo Airport;Valledupar;Colombia;SKVP;;;;
Vanguardia Airport;Villavicencio;Colombia;SKVV;;;;
Bermejo Airport;Bermejo;Bolivia;SLBJ;;;;
Jorge Wilsterman International Airport;Cochabamba;Bolivia;SLCB;;;;
Chimore Airport;Chapacura;Bolivia;SLCH;;;;
Capitán Aníbal Arab Airport;Cobija;Bolivia;SLCO;;;;
El Alto International Airport;La Paz;Bolivia;SLLP;;;;
Juan Mendoza Airport;Oruro;Bolivia;SLOR;;;;
Capitan Nicolas Rojas Airport;Potosi;Bolivia;SLPO;;;;
Capitán Av. Salvador Ogaya G. airport;Puerto Suarez;Bolivia;SLPS;;;;
Santa Ana Del Yacuma Airport;Santa Ana;Bolivia;SLSA;;;;
Juana Azurduy De Padilla Airport;Sucre;Bolivia;SLSU;;;;
Capitan Oriel Lea Plaza Airport;Tarija;Bolivia;SLTJ;;;;
Teniente Av. Jorge Henrich Arauz Airport;Trinidad;Bolivia;SLTR;;;;
Teniente Coronel Rafael Pabón Airport;Villa Montes;Bolivia;SLVM;;;;
Viru Viru International Airport;Santa Cruz;Bolivia;SLVR;;;;
Yacuiba Airport;Yacuiba;Bolivia;SLYA;;;;
Johan Adolf Pengel International Airport;Zandery;Suriname;SMJP;;;;
Cayenne-Rochambeau Airport;Cayenne;French Guiana;SOCA;;;;
Saint-Georges-de-l'Oyapock Airport;St.-georges Oyapock;French Guiana;SOOG;;;;
Huancabamba Airport;Huancabamba;Peru;SPAB;;;;
Alferez FAP Alfredo Vladimir Sara Bauer Airport;Andoas;Peru;SPAS;;;;
Teniente General Gerardo Pérez Pinedo Airport;Atalaya;Peru;SPAY;;;;
Iberia Airport;Iberia;Peru;SPBR;;;;
Cap FAP David Abenzur Rengifo International Airport;Pucallpa;Peru;SPCL;;;;
Teniente FAP Jaime A De Montreuil Morales Airport;Chimbote;Peru;SPEO;;;;
Puerto Esperanza Airport;Puerto Esperanza;Peru;SPEP;;;;
Cesar Torke Podesta Airport;Moquegua;Peru;SPEQ;;;;
Capitan FAP Jose A Quinones Gonzales International Airport;Chiclayo;Peru;SPHI;;;;
Coronel FAP Alfredo Mendivil Duarte Airport;Ayacucho;Peru;SPHO;;;;
Andahuaylas Airport;Andahuaylas;Peru;SPHY;;;;
Comandante FAP German Arias Graziani Airport;Anta;Peru;SPHZ;;;;
Jorge Chávez International Airport;Lima;Peru;SPIM;;;;
Juanjui Airport;Juanjui;Peru;SPJI;;;;
Francisco Carle Airport;Jauja;Peru;SPJJ;;;;
Inca Manco Capac International Airport;Juliaca;Peru;SPJL;;;;
Ilo Airport;Ilo;Peru;SPLO;;;;
Las Palmas Air Base;Las Palmas;Peru;SPLP;;;;
Capitan FAP Pedro Canga Rodriguez Airport;Tumbes;Peru;SPME;;;;
Moises Benzaquen Rengifo Airport;Yurimaguas;Peru;SPMS;;;;
Collique Airport;Collique;Peru;SPOL;;;;
Chachapoyas Airport;Chachapoyas;Peru;SPPY;;;;
Coronel FAP Francisco Secada Vignetta International Airport;Iquitos;Peru;SPQT;;;;
Rodríguez Ballón International Airport;Arequipa;Peru;SPQU;;;;
Capitán FAP Leonardo Alvariño Herr Airport;San Ramon;Peru;SPRM;;;;
Capitan FAP Carlos Martinez De Pinillos International Airport;Trujillo;Peru;SPRU;;;;
Capitán FAP Renán Elías Olivera International Airport;Pisco;Peru;SPSO;;;;
Cadete FAP Guillermo Del Castillo Paredes Airport;Tarapoto;Peru;SPST;;;;
Coronel FAP Carlos Ciriani Santa Rosa International Airport;Tacna;Peru;SPTN;;;;
Padre Aldamiz International Airport;Puerto Maldonado;Peru;SPTU;;;;
Capitán FAP Guillermo Concha Iberico International Airport;Piura;Peru;SPUR;;;;
Capitan Montes Airport;Talara;Peru;SPYL;;;;
Alejandro Velasco Astete International Airport;Cuzco;Peru;SPZO;;;;
Angel S Adami Airport;Montevideo;Uruguay;SUAA;;;;
Santa Bernardina International Airport;Durazno;Uruguay;SUDU;;;;
Carrasco International /General C L Berisso Airport;Montevideo;Uruguay;SUMU;;;;
Nueva Hesperides International Airport;Salto;Uruguay;SUSO;;;;
Oswaldo Guevara Mujica Airport;Acarigua;Venezuela;SVAC;;;;
Anaco Airport;Anaco;Venezuela;SVAN;;;;
San Fernando de Atabapo Airport;San Fernando Deatabapo;Venezuela;SVAT;;;;
General José Antonio Anzoategui International Airport;Barcelona;Venezuela;SVBC;;;;
Barinas Airport;Barinas;Venezuela;SVBI;;;;
El Libertador Airbase;Maracaibo;Venezuela;SVBL;;;;
Barquisimeto International Airport;Barquisimeto;Venezuela;SVBM;;;;
"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar";Ciudad Bolivar;Venezuela;SVCB;;;;
Caicara del Orinoco Airport;Caicara De Orinoco;Venezuela;SVCD;;;;
San Carlos Airport;San Carlos;Venezuela;SVCJ;;;;
Calabozo Airport;Calabozo;Venezuela;SVCL;;;;
Canaima Airport;Canaima;Venezuela;SVCN;;;;
Carora Airport;Carora;Venezuela;SVCO;;;;
General Francisco Bermúdez Airport;Carupano;Venezuela;SVCP;;;;
José Leonardo Chirinos Airport;Coro;Venezuela;SVCR;;;;
Oscar Machado Zuluaga Airport;Caracas;Venezuela;SVCS;;;;
Cumaná (Antonio José de Sucre) Airport;Cumana;Venezuela;SVCU;;;;
Capitán Manuel Ríos Airbase;Carrizal;Venezuela;SVCZ;;;;
El Dorado Airport;El Dorado;Venezuela;SVED;;;;
Elorza Airport;Elorza;Venezuela;SVEZ;;;;
Guasdalito Airport;Guasdualito;Venezuela;SVGD;;;;
Guiria Airport;Guiria;Venezuela;SVGI;;;;
Guanare Airport;Guanare;Venezuela;SVGU;;;;
Higuerote Airport;Higuerote;Venezuela;SVHG;;;;
Andrés Miguel Salazar Marcano Airport;Isla De Coche;Venezuela;SVIE;;;;
Josefa Camejo International Airport;Paraguana;Venezuela;SVJC;;;;
San Juan de Los Morros Airport;San Juan De Los Morros;Venezuela;SVJM;;;;
La Fria Airport;La Fria;Venezuela;SVLF;;;;
La Orchila Airport;La Orchila;Venezuela;SVLO;;;;
La Chinita International Airport;Maracaibo;Venezuela;SVMC;;;;
Alberto Carnevalli Airport;Merida;Venezuela;SVMD;;;;
Del Caribe Santiago Mariño International Airport;Porlamar;Venezuela;SVMG;;;;
Simón Bolívar International Airport;Caracas;Venezuela;SVMI;;;;
Maturín Airport;Maturin;Venezuela;SVMT;;;;
Cacique Aramare Airport;Puerto Ayacucho;Venezuela;SVPA;;;;
General Bartolome Salom International Airport;Puerto Cabello;Venezuela;SVPC;;;;
Paramillo Airport;San Cristobal;Venezuela;SVPM;;;;
General Manuel Carlos Piar International Airport;Guayana;Venezuela;SVPR;;;;
Palmarito Airport;Palmarito;Venezuela;SVPT;;;;
San Antonio Del Tachira Airport;San Antonio;Venezuela;SVSA;;;;
Santa Bárbara de Barinas Airport;Santa Barbara;Venezuela;SVSB;;;;
Santa Elena de Uairen Airport;Santa Ana De Uairen;Venezuela;SVSE;;;;
Mayor Buenaventura Vivas International Airport;Santo Domingo;Venezuela;SVSO;;;;
Sub Teniente Nestor Arias Airport;San Felipe;Venezuela;SVSP;;;;
San Fernando De Apure Airport;San Fernando De Apure;Venezuela;SVSR;;;;
San Tomé Airport;San Tome;Venezuela;SVST;;;;
Santa Bárbara del Zulia Airport;Santa Barbara;Venezuela;SVSZ;;;;
Tucupita Airport;Tucupita;Venezuela;SVTC;;;;
Tumeremo Airport;Tumeremo;Venezuela;SVTM;;;;
Arturo Michelena International Airport;Valencia;Venezuela;SVVA;;;;
Dr. Antonio Nicolás Briceño Airport;Valera;Venezuela;SVVL;;;;
Valle de La Pascua Airport;Valle De La Pascua;Venezuela;SVVP;;;;
Linden Airport;Linden;Guyana;SYLD;;;;
Lethem Airport;Lethem;Guyana;SYLT;;;;
V.C. Bird International Airport;Antigua;Antigua and Barbuda;TAPA;;;;
Sir Grantley Adams International Airport;Bridgetown;Barbados;TBPB;;;;
Canefield Airport;Canefield;Dominica;TDCF;;;;
Douglas-Charles Airport;Dominica;Dominica;TDPD;;;;
Martinique Aimé Césaire International Airport;Fort-de-france;Martinique;TFFF;;;;
L'Espérance Airport;St. Martin;Guadeloupe;TFFG;;;;
Pointe-à-Pitre Le Raizet;Pointe-a-pitre;Guadeloupe;TFFR;;;;
Point Salines International Airport;Point Salines;Grenada;TGPY;;;;
Cyril E. King Airport;St. Thomas;Virgin Islands;TIST;;;;
Henry E Rohlsen Airport;St. Croix Island;Virgin Islands;TISX;;;;
Rafael Hernandez Airport;Aguadilla;Puerto Rico;TJBQ;;;;
Diego Jimenez Torres Airport;Fajardo;Puerto Rico;TJFA;;;;
Fernando Luis Ribas Dominicci Airport;San Juan;Puerto Rico;TJIG;;;;
Eugenio Maria De Hostos Airport;Mayaguez;Puerto Rico;TJMZ;;;;
Mercedita Airport;Ponce;Puerto Rico;TJPS;;;;
Luis Munoz Marin International Airport;San Juan;Puerto Rico;TJSJ;;;;
Robert L. Bradshaw International Airport;Basse Terre;Saint Kitts and Nevis;TKPK;;;;
George F. L. Charles Airport;Castries;Saint Lucia;TLPC;;;;
Hewanorra International Airport;Hewandorra;Saint Lucia;TLPL;;;;
Queen Beatrix International Airport;Oranjestad;Aruba;TNCA;;;;
Flamingo International Airport;Kralendijk;Netherlands Antilles;TNCB;;;;
Hato International Airport;Willemstad;Netherlands Antilles;TNCC;;;;
F. D. Roosevelt Airport;Oranjestad;Netherlands Antilles;TNCE;;;;
Princess Juliana International Airport;Philipsburg;Netherlands Antilles;TNCM;;;;
Clayton J Lloyd International Airport;The Valley;Anguilla;TQPF;;;;
Tobago-Crown Point Airport;Scarborough;Trinidad and Tobago;TTCP;;;;
Piarco International Airport;Port-of-spain;Trinidad and Tobago;TTPP;;;;
Terrance B. Lettsome International Airport;Tortola;British Virgin Islands;TUPJ;;;;
Canouan Airport;Canouan Island;Saint Vincent and the Grenadines;TVSC;;;;
Mustique Airport;Mustique;Saint Vincent and the Grenadines;TVSM;;;;
Argyle International Airport;Kingstown;Saint Vincent and the Grenadines;TVSA;;;;
Almaty Airport;Alma-ata;Kazakhstan;UAAA;;;;
Balkhash Airport;Balkhash;Kazakhstan;UAAH;;;;
Astana International Airport;Tselinograd;Kazakhstan;UACC;;;;
Taraz Airport;Dzhambul;Kazakhstan;UADD;;;;
Manas International Airport;Bishkek;Kyrgyzstan;UAFM;;;;
Osh Airport;Osh;Kyrgyzstan;UAFO;;;;
Shymkent Airport;Chimkent;Kazakhstan;UAII;;;;
Uralsk Airport;Uralsk;Kazakhstan;UARR;;;;
Pavlodar Airport;Pavlodar;Kazakhstan;UASP;;;;
Semipalatinsk Airport;Semiplatinsk;Kazakhstan;UASS;;;;
Aktobe Airport;Aktyubinsk;Kazakhstan;UATT;;;;
Heydar Aliyev International Airport;Baku;Azerbaijan;UBBB;;;;
Yakutsk Airport;Yakutsk;Russia;UEEE;;;;
Mirny Airport;Mirnyj;Russia;UERR;;;;
Ignatyevo Airport;Blagoveschensk;Russia;UHBB;;;;
Khabarovsk-Novy Airport;Khabarovsk;Russia;UHHH;;;;
Provideniya Bay Airport;Provideniya Bay;Russia;UHMD;;;;
Sokol Airport;Magadan;Russia;UHMM;;;;
Pevek Airport;Pevek;Russia;UHMP;;;;
Yelizovo Airport;Petropavlovsk;Russia;UHPP;;;;
Yuzhno-Sakhalinsk Airport;Yuzhno-sakhalinsk;Russia;UHSS;;;;
Vladivostok International Airport;Vladivostok;Russia;UHWW;;;;
Chita-Kadala Airport;Chita;Russia;UIAA;;;;
Bratsk Airport;Bratsk;Russia;UIBB;;;;
Irkutsk Airport;Irkutsk;Russia;UIII;;;;
Ulan-Ude Airport (Mukhino);Ulan-ude;Russia;UIUU;;;;
Boryspil International Airport;Kiev;Ukraine;UKBB;;;;
Donetsk International Airport;Donetsk;Ukraine;UKCC;;;;
Dnipropetrovsk International Airport;Dnepropetrovsk;Ukraine;UKDD;;;;
Simferopol International Airport;Simferopol;Ukraine;UKFF;;;;
Kiev Zhuliany International Airport;Kiev;Ukraine;UKKK;;;;
Lviv International Airport;Lvov;Ukraine;UKLL;;;;
Odessa International Airport;Odessa;Ukraine;UKOO;;;;
Pulkovo Airport;St. Petersburg;Russia;ULLI;;;;
Murmansk Airport;Murmansk;Russia;ULMM;;;;
Gomel Airport;Gomel;Belarus;UMGG;;;;
Vitebsk Vostochny Airport;Vitebsk;Belarus;UMII;;;;
Khrabrovo Airport;Kaliningrad;Russia;UMKK;;;;
Minsk 1 Airport;Minsk;Belarus;UMMM;;;;
Minsk National Airport;Minsk 2;Belarus;UMMS;;;;
Abakan Airport;Abakan;Russia;UNAA;;;;
Barnaul Airport;Barnaul;Russia;UNBB;;;;
Kemerovo Airport;Kemorovo;Russia;UNEE;;;;
Omsk Central Airport;Omsk;Russia;UNOO;;;;
Krasnodar Pashkovsky International Airport;Krasnodar;Russia;URKK;;;;
Uytash Airport;Makhachkala;Russia;URML;;;;
Mineralnyye Vody Airport;Mineralnye Vody;Russia;URMM;;;;
Stavropol Shpakovskoye Airport;Stavropol;Russia;URMT;;;;
Platov International Airport;Rostov;Russia;URRP;;;;
Sochi International Airport;Sochi;Russia;URSS;;;;
Astrakhan Airport;Astrakhan;Russia;URWA;;;;
Volgograd International Airport;Volgograd;Russia;URWW;;;;
Chelyabinsk Balandino Airport;Chelyabinsk;Russia;USCC;;;;
Magnitogorsk International Airport;Magnetiogorsk;Russia;USCM;;;;
Nizhnevartovsk Airport;Nizhnevartovsk;Russia;USNN;;;;
Bolshoye Savino Airport;Perm;Russia;USPP;;;;
Surgut Airport;Surgut;Russia;USRR;;;;
Koltsovo Airport;Yekaterinburg;Russia;USSS;;;;
Ashgabat International Airport;Ashkhabad;Turkmenistan;UTAA;;;;
Turkmenbashi Airport;Krasnovodsk;Turkmenistan;UTAK;;;;
Turkmenabat Airport;Chardzhou;Turkmenistan;UTAV;;;;
Dushanbe Airport;Dushanbe;Tajikistan;UTDD;;;;
Bukhara Airport;Bukhara;Uzbekistan;UTSB;;;;
Samarkand Airport;Samarkand;Uzbekistan;UTSS;;;;
Tashkent International Airport;Tashkent;Uzbekistan;UTTT;;;;
Bryansk Airport;Bryansk;Russia;UUBP;;;;
Sheremetyevo International Airport;Moscow;Russia;UUEE;;;;
Migalovo Air Base;Tver;Russia;UUEM;;;;
Voronezh International Airport;Voronezh;Russia;UUOO;;;;
Vnukovo International Airport;Moscow;Russia;UUWW;;;;
Syktyvkar Airport;Syktyvkar;Russia;UUYY;;;;
Kazan International Airport;Kazan;Russia;UWKD;;;;
Orenburg Central Airport;Orenburg;Russia;UWOO;;;;
Ufa International Airport;Ufa;Russia;UWUU;;;;
Kurumoch International Airport;Samara;Russia;UWWW;;;;
Sardar Vallabhbhai Patel International Airport;Ahmedabad;India;VAAH;;;;
Akola Airport;Akola;India;VAAK;;;;
Aurangabad Airport;Aurangabad;India;VAAU;;;;
Chhatrapati Shivaji International Airport;Mumbai;India;VABB;;;;
Bilaspur Airport;Bilaspur;India;VABI;;;;
Bhuj Airport;Bhuj;India;VABJ;;;;
Belgaum Airport;Belgaum;India;VABM;;;;
Vadodara Airport;Baroda;India;VABO;;;;
Raja Bhoj International Airport;Bhopal;India;VABP;;;;
Bhavnagar Airport;Bhaunagar;India;VABV;;;;
Daman Airport;Daman;India;VADN;;;;
Deesa Airport;Deesa;India;VADS;;;;
Guna Airport;Guna;India;VAGN;;;;
Dabolim Airport;Goa;India;VAGO;;;;
Devi Ahilyabai Holkar Airport;Indore;India;VAID;;;;
Jabalpur Airport;Jabalpur;India;VAJB;;;;
Jamnagar Airport;Jamnagar;India;VAJM;;;;
Kandla Airport;Kandla;India;VAKE;;;;
Khajuraho Airport;Khajuraho;India;VAKJ;;;;
Kolhapur Airport;Kolhapur;India;VAKP;;;;
Keshod Airport;Keshod;India;VAKS;;;;
Dr. Babasaheb Ambedkar International Airport;Nagpur;India;VANP;;;;
Nashik Airport;Nasik Road;India;VAOZ;;;;
Pune Airport;Pune;India;VAPO;;;;
Porbandar Airport;Porbandar;India;VAPR;;;;
Rajkot Airport;Rajkot;India;VARK;;;;
Raipur Airport;Raipur;India;VARP;;;;
Solapur Airport;Sholapur;India;VASL;;;;
Surat Airport;Surat;India;VASU;;;;
Maharana Pratap Airport;Udaipur;India;VAUD;;;;
Bandaranaike International Colombo Airport;Colombo;Sri Lanka;VCBI;;;;
Anuradhapura Air Force Base;Anuradhapura;Sri Lanka;VCCA;;;;
Batticaloa Airport;Batticaloa;Sri Lanka;VCCB;;;;
Colombo Ratmalana Airport;Colombo;Sri Lanka;VCCC;;;;
Ampara Airport;Galoya;Sri Lanka;VCCG;;;;
Kankesanturai Airport;Jaffna;Sri Lanka;VCCJ;;;;
China Bay Airport;Trinciomalee;Sri Lanka;VCCT;;;;
Kampong Chhnang Airport;Kompong Chnang;Cambodia;VDKH;;;;
Phnom Penh International Airport;Phnom-penh;Cambodia;VDPP;;;;
Siem Reap International Airport;Siem-reap;Cambodia;VDSR;;;;
Stung Treng Airport;Stung Treng;Cambodia;VDST;;;;
Along Airport;Along;India;VEAN;;;;
Agartala Airport;Agartala;India;VEAT;;;;
Lengpui Airport;Aizwal;India;VELP;;;;
Bagdogra Airport;Baghdogra;India;VEBD;;;;
Bokaro Airport;Bokaro;India;VEBK;;;;
Biju Patnaik Airport;Bhubaneswar;India;VEBS;;;;
Netaji Subhash Chandra Bose International Airport;Kolkata;India;VECC;;;;
Cooch Behar Airport;Cooch-behar;India;VECO;;;;
Dhanbad Airport;Dhanbad;India;VEDB;;;;
Gaya Airport;Gaya;India;VEGY;;;;
Hirakud Airport;Hirakud;India;VEHK;;;;
Imphal Airport;Imphal;India;VEIM;;;;
Jharsuguda Airport;Jharsuguda;India;VEJH;;;;
Sonari Airport;Jamshedpur;India;VEJS;;;;
Jorhat Airport;Jorhat;India;VEJT;;;;
Kailashahar Airport;Kailashahar;India;VEKR;;;;
Silchar Airport;Silchar;India;VEKU;;;;
North Lakhimpur Airport;Lilabari;India;VELR;;;;
Dibrugarh Airport;Mohanbari;India;VEMN;;;;
Muzaffarpur Airport;Mazuffarpur;India;VEMZ;;;;
Nawapara Airport;Nawapara;India;VENP;;;;
Panagarh Air Force Station;Panagarh;India;VEPH;;;;
Lok Nayak Jayaprakash Airport;Patina;India;VEPT;;;;
Purnea Airport;Purnea;India;VEPU;;;;
Birsa Munda Airport;Ranchi;India;VERC;;;;
Rourkela Airport;Rourkela;India;VERK;;;;
Utkela Airport;Utkela;India;VEUK;;;;
Vishakhapatnam Airport;Vishakhapatnam;India;VEVZ;;;;
Ziro Airport;Zero;India;VEZO;;;;
Cox's Bazar Airport;Cox's Bazar;Bangladesh;VGCB;;;;
Shah Amanat International Airport;Chittagong;Bangladesh;VGEG;;;;
Ishurdi Airport;Ishurdi;Bangladesh;VGIS;;;;
Jessore Airport;Jessore;Bangladesh;VGJR;;;;
Shah Mokhdum Airport;Rajshahi;Bangladesh;VGRJ;;;;
Saidpur Airport;Saidpur;Bangladesh;VGSD;;;;
Osmany International Airport;Sylhet Osmani;Bangladesh;VGSY;;;;
Tejgaon Airport;Dhaka;Bangladesh;VGTJ;;;;
Hazrat Shahjalal International Airport;Dhaka;Bangladesh;VGZR;;;;
Hong Kong International Airport;Hong Kong;Hong Kong;VHHH;;;;
Shek Kong Air Base;Sek Kong;Hong Kong;VHSK;;;;
Agra Airport;Agra;India;VIAG;;;;
Allahabad Airport;Allahabad;India;VIAL;;;;
Sri Guru Ram Dass Jee International Airport;Amritsar;India;VIAR;;;;
Nal Airport;Bikaner;India;VIBK;;;;
Bakshi Ka Talab Air Force Station;Bakshi Ka Talab;India;VIBL;;;;
